PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,prefix,ticket_nember
863,1,1,795,0,48.0,0,0,630,25.9292,3,2,0,666
864,0,3,717,0,16.0,8,2,469,69.55,4,2,0,520
865,0,2,285,1,24.0,0,0,146,13.0,4,2,0,23
866,1,2,122,0,42.0,0,0,224,13.0,5,2,0,30
867,1,2,230,0,27.0,1,0,548,13.8583,2,0,0,592
868,0,1,695,1,31.0,0,0,495,50.4958,0,2,0,544
869,0,3,888,1,28.0,0,0,150,9.5,3,2,0,233
870,1,3,406,1,4.0,1,1,193,11.1333,4,2,0,272
871,0,3,59,1,26.0,0,0,245,7.8958,3,2,0,319
872,1,1,79,0,47.0,1,1,422,52.5542,3,2,0,479
873,0,1,139,1,33.0,0,0,388,5.0,1,2,0,448
874,0,3,834,1,47.0,0,0,143,9.0,3,2,0,227
875,1,2,4,0,28.0,1,0,477,24.0,3,0,0,528
876,1,3,570,0,15.0,0,0,9,7.225,2,0,0,106
877,0,3,311,1,20.0,0,0,391,9.8458,3,2,0,450
878,0,3,656,1,19.0,0,0,209,7.8958,3,2,0,287
879,0,3,450,1,28.0,0,0,216,7.8958,3,2,0,293
880,1,1,667,0,56.0,0,1,484,83.1583,2,0,0,534
881,1,2,738,0,25.0,0,1,90,26.0,4,2,0,18
882,0,3,509,1,33.0,0,0,254,7.8958,4,2,0,327
883,0,3,193,0,22.0,0,0,395,10.5167,3,2,0,454
884,0,2,61,1,28.0,0,0,465,10.5,3,2,0,517
885,0,3,791,1,25.0,0,0,570,7.05,2,2,0,611
886,0,3,683,0,39.0,0,5,360,29.125,4,1,0,422
887,0,2,547,1,27.0,0,0,223,13.0,3,2,0,3
888,1,1,303,0,19.0,0,0,401,30.0,1,2,0,46
889,0,3,412,0,25.0,1,2,600,23.45,3,2,0,639
890,1,1,81,1,26.0,0,0,621,30.0,2,0,0,658
891,0,3,220,1,32.0,0,0,343,7.75,3,1,0,407
